"","Area","MajorAxisLength","MinorAxisLength","Eccentricity","ConvexArea","Extent","Perimeter","Class"
"429",48093,329.9357423,187.0417222,0.823784218,49367,0.745108064,858.386,"Kecimen"
"432",58570,355.3995375,214.5674661,0.797184383,60494,0.657557931,962.708,"Kecimen"
"433",60199,375.2796881,205.4140518,0.836895588,61711,0.736289139,971.185,"Kecimen"
"435",63718,407.5658564,200.2610472,0.870957281,65950,0.7229673,1023.064,"Kecimen"
"436",28216,245.4012948,150.2455819,0.790668532,30316,0.622292797,683.004,"Kecimen"
"437",79055,395.3686671,258.275952,0.757139293,82562,0.71950598,1114.488,"Kecimen"
"438",86141,414.1071647,266.9075277,0.764572839,87883,0.718740092,1146.164,"Kecimen"
"439",82873,449.409264,239.614078,0.846004564,85648,0.700769491,1148.363,"Kecimen"
"440",98485,387.7628358,325.7371661,0.54252098,100682,0.729864528,1193.908,"Kecimen"
"441",53633,313.479956,218.6686172,0.716534018,55147,0.728432118,882.669,"Kecimen"
"442",63191,335.2416873,243.9723903,0.685841703,64898,0.704603994,977.095,"Kecimen"
"444",68931,381.6717342,231.5281935,0.794994961,71336,0.679310549,1067.692,"Kecimen"
"448",59589,383.5712334,201.3818552,0.851091037,62974,0.684081829,1043.187,"Kecimen"
"449",50312,354.2355512,182.3120807,0.857392304,52070,0.623352166,961.439,"Kecimen"
"450",41995,259.2088782,210.3507977,0.584337455,43443,0.729700613,801.526,"Kecimen"
"451",137583,649.541485,273.2602815,0.907201118,142650,0.731637667,1590.354,"Besni"
"452",117592,533.2928563,288.5583194,0.840966033,123587,0.730067672,1432.006,"Besni"
"453",95546,487.1782819,251.960243,0.855874944,99166,0.722782014,1276.807,"Besni"
"454",96582,446.7052035,278.325498,0.782171631,100113,0.706597603,1216.979,"Besni"
"455",61409,403.7012948,209.3658885,0.855007371,67286,0.597392869,1083.477,"Besni"
"459",124579,439.9605034,371.0262137,0.537416298,128307,0.698250157,1373.537,"Besni"
"460",83107,507.3808994,233.1538498,0.8881652,93706,0.491002009,1367.331,"Besni"
"462",64391,449.5559014,187.1223778,0.909255569,68813,0.63426911,1177.714,"Besni"
"463",126781,659.4426082,249.5447658,0.925634934,132802,0.73666198,1552.54,"Besni"
"464",45051,323.5892546,180.0697373,0.830863512,46532,0.830632225,836.625,"Besni"
"465",119026,612.7444115,250.9269903,0.912304144,123463,0.615745148,1486.769,"Besni"
"466",67579,402.3102017,217.0587358,0.841965878,70809,0.70311297,1051.553,"Besni"
"467",97019,559.5992129,228.6417533,0.912721946,101539,0.573452572,1383.647,"Besni"
"468",184784,740.1087099,320.58783,0.901315524,192699,0.645353264,1791.568,"Besni"
"469",168276,656.0993813,328.486879,0.865640348,174282,0.681538723,1685.283,"Besni"
"471",65253,418.9978869,205.7561847,0.871121605,69700,0.66625485,1075.404,"Besni"
"473",108161,485.1026458,286.0331908,0.807670301,111765,0.707906277,1305.144,"Besni"
"475",83800,440.8337404,245.3818805,0.830759616,86346,0.657162126,1170.091,"Besni"
"476",177264,619.9584724,366.7632399,0.806236591,180994,0.683219376,1652.694,"Besni"
"477",127245,530.3040552,309.1215157,0.812534049,130649,0.679096353,1423.997,"Besni"
"478",108314,455.6058765,311.1711176,0.730434168,112497,0.686944665,1306.577,"Besni"
"479",128947,572.8016018,289.0221686,0.863367048,132108,0.604408842,1446.923,"Besni"
"481",137508,604.1144233,292.0960638,0.875338198,141818,0.60152231,1529.79,"Besni"
"483",115859,488.4888558,305.090778,0.780976537,120546,0.742643053,1351.422,"Besni"
"484",92188,374.7201638,324.3025616,0.500990716,95920,0.747599585,1190.813,"Besni"
"486",85492,437.0139693,250.8926087,0.818780557,89018,0.723343769,1182.575,"Besni"
"487",106312,464.3323636,295.3167921,0.771686556,111089,0.729683725,1306.455,"Besni"
"488",210923,984.0454912,367.2795321,0.927737116,278217,0.507352075,2697.753,"Besni"
"489",89138,507.1433962,226.2166152,0.895002832,93549,0.738386349,1262.578,"Besni"
"492",77105,419.9536962,238.8394659,0.822525594,80497,0.668994838,1131.54,"Besni"
"493",100443,457.5698723,283.6112797,0.784743459,104186,0.673788505,1269.066,"Besni"
"495",83555,457.5464724,235.0998706,0.857893642,86694,0.711227443,1159.779,"Besni"
"497",113608,559.2667826,264.028685,0.881546115,118098,0.627862764,1394.088,"Besni"
"498",75058,424.7637094,228.8458259,0.842459099,78952,0.685461187,1130.395,"Besni"
"499",116406,612.665318,251.8328267,0.911615194,125638,0.526259635,1480.951,"Besni"
"501",143386,469.2765081,397.3101898,0.532159522,146328,0.750260314,1422.014,"Besni"
"502",164782,660.3641751,322.620924,0.872535895,169000,0.757757749,1654.986,"Besni"
"503",71639,400.4139594,231.6201421,0.815716625,76252,0.642461908,1101.879,"Besni"
"504",141220,575.6823646,316.6212427,0.835169296,144300,0.659151906,1507.939,"Besni"
"505",88290,514.4361539,221.4448377,0.902609051,92317,0.555157323,1277.388,"Besni"
"506",102569,515.3952494,259.1942281,0.864342392,106888,0.573241751,1331.797,"Besni"
"507",182160,997.2919406,271.8723954,0.96212444,221527,0.379856115,2303.69,"Besni"
"508",208264,675.0983445,395.5792906,0.810341407,212813,0.771748314,1755.167,"Besni"
"510",169009,719.5058781,301.5651259,0.907927113,174718,0.716926627,1781.378,"Besni"
"511",81901,450.8275297,237.2089894,0.850383428,85000,0.583107877,1192.014,"Besni"
"512",80678,457.9252352,229.7035618,0.865089207,85201,0.607359562,1226.244,"Besni"
"514",82207,451.0060488,235.1597735,0.853305321,84780,0.629437077,1182.274,"Besni"
"516",188651,621.0126864,390.3076128,0.777808102,192922,0.747156346,1698.394,"Besni"
"517",202118,684.602958,379.7192817,0.832079617,209242,0.717218816,1827.9,"Besni"
"519",64303,442.7453136,187.0290194,0.906395428,67199,0.686235379,1081.68,"Besni"
"521",155702,655.3989662,304.6121493,0.885429547,160709,0.697046209,1626.909,"Besni"
"522",84295,458.8440074,238.289021,0.854577011,88521,0.708450645,1202.583,"Besni"
"523",177206,699.6182638,328.1121355,0.883204868,181412,0.739152923,1754.378,"Besni"
"524",110897,518.7876139,275.2605054,0.847632242,115550,0.7304361,1365.577,"Besni"
"525",56903,360.815292,204.037706,0.824754645,59797,0.718426867,980.39,"Besni"
"526",113029,558.5161561,265.2842028,0.879996398,116783,0.66209179,1419.577,"Besni"
"528",163442,594.759221,351.4256873,0.806766406,167471,0.704685775,1621.959,"Besni"
"530",74652,424.9806728,231.6042653,0.838451647,79014,0.59261729,1157.109,"Besni"
"532",104352,562.3359079,239.402593,0.904850809,107968,0.668066581,1390.73,"Besni"
"533",82161,441.7955517,246.810056,0.829402027,86909,0.630243012,1222.158,"Besni"
"535",163082,696.1490457,302.2224471,0.900847975,167442,0.763778569,1687.178,"Besni"
"537",81604,528.5858925,204.7395131,0.921939284,87172,0.491460095,1299.386,"Besni"
"539",145693,591.1801444,321.4311911,0.839272464,151644,0.6485275,1595.364,"Besni"
"540",96443,541.2000742,232.5480394,0.902976663,101271,0.553411373,1352.482,"Besni"
"542",193032,661.1487714,376.4321931,0.822087757,197672,0.631120527,1744.271,"Besni"
"544",118988,483.3400048,315.2484647,0.758021814,122375,0.7844673,1356.398,"Besni"
"547",88928,395.724998,300.2270016,0.6514683,93821,0.671063554,1239.54,"Besni"
"550",94455,496.8950128,245.2439068,0.869715856,97496,0.719887507,1256.322,"Besni"
"551",89311,429.2790857,270.8593166,0.77581274,94720,0.682649239,1234.547,"Besni"
"552",68982,400.7368809,223.9076574,0.829342993,73278,0.728765213,1105.79,"Besni"
"553",204864,596.6398018,440.4971275,0.674476207,209457,0.751009036,1726.246,"Besni"
"555",75529,418.5184789,233.9901934,0.82910585,79168,0.658669736,1143.294,"Besni"
"556",121034,518.720443,305.7358095,0.80783856,125665,0.70666472,1418.304,"Besni"
"557",105192,440.5629092,305.7917791,0.71988502,107313,0.736901835,1244.054,"Besni"
"558",77402,469.4593474,215.0799509,0.888878022,80680,0.621328517,1162.004,"Besni"
"559",87857,380.7764868,300.9086479,0.612784478,90968,0.728499171,1144.344,"Besni"
"560",139399,522.4680098,348.2821616,0.745407081,144034,0.69363089,1471.508,"Besni"
"561",178334,626.0641738,366.2370495,0.81104538,181715,0.789451783,1630.704,"Besni"
"564",118043,493.7652445,308.0001269,0.781601193,122903,0.675596941,1394.1,"Besni"
"565",102769,515.6080701,261.1366518,0.862261419,109161,0.65023094,1378.308,"Besni"
"566",136960,559.2958675,313.3098688,0.828366668,139458,0.722141961,1458.551,"Besni"
"567",113206,548.9710465,264.2584778,0.876517212,116787,0.725860952,1388.476,"Besni"
"569",116715,571.0488404,278.8373978,0.872681468,127342,0.60261772,1488.324,"Besni"
"571",101223,496.5334606,276.8662029,0.830110932,109593,0.713611945,1345.426,"Besni"
"573",93234,452.9265064,268.7630536,0.804913476,97428,0.715906997,1222.886,"Besni"
"574",167279,690.0719941,311.9956922,0.89195687,171794,0.578673899,1680.121,"Besni"
"577",108076,516.0732298,270.743408,0.851335233,112975,0.698815436,1378.774,"Besni"
"578",131811,573.5417738,295.4230955,0.857138757,135814,0.71150732,1457.016,"Besni"
"579",129038,540.814829,306.8177642,0.823493997,134796,0.64875817,1459.345,"Besni"
"580",130868,613.1726145,273.1819147,0.895270971,134139,0.536784249,1513.352,"Besni"
"584",126014,523.1863795,309.11683,0.806792408,130059,0.736226499,1396.906,"Besni"
"586",61444,371.6938257,213.1798061,0.819180326,64321,0.737472545,1006.984,"Besni"
"587",160605,630.6173412,330.7711388,0.851398389,167411,0.723185339,1679.562,"Besni"
"588",100649,433.3668701,300.4577801,0.720639035,103883,0.724719182,1257.029,"Besni"
"590",105951,521.1127579,267.7270571,0.857933758,111368,0.733559965,1377.248,"Besni"
"591",177916,581.7097499,394.5247078,0.734862852,181352,0.737206739,1647.505,"Besni"
"592",109254,483.163737,289.8286843,0.800107952,111624,0.740102967,1293.225,"Besni"
"594",124166,525.9453568,304.1564686,0.815821133,126960,0.728998849,1388.684,"Besni"
"595",133784,581.2869477,300.635686,0.855870727,139806,0.679589556,1502.661,"Besni"
"597",63491,326.6328824,248.3224493,0.649631331,64892,0.734356566,950.297,"Besni"
"598",109791,477.0335016,294.5338471,0.786627389,112766,0.744780007,1290.239,"Besni"
"600",152267,598.9676358,331.2490172,0.833159184,157353,0.594050406,1570.502,"Besni"
"601",89721,530.1565743,223.4999334,0.90679426,95252,0.547433097,1295.377,"Besni"
"602",129493,497.7881364,339.5262777,0.731287033,136555,0.647529753,1447.684,"Besni"
"603",74966,465.3608157,209.2796463,0.893172211,78159,0.712414947,1157.089,"Besni"
"604",136180,551.4538281,316.469824,0.818937495,139701,0.729890232,1461.03,"Besni"
"605",102013,453.8934581,292.130181,0.76535397,106036,0.637828409,1266.255,"Besni"
"607",78304,390.9730835,262.7704159,0.740466412,82394,0.623285654,1137.706,"Besni"
"609",101439,524.8171864,251.1605543,0.878050657,107520,0.733311646,1393.213,"Besni"
"610",118787,562.2809569,273.3299091,0.873898112,125083,0.643713354,1459.584,"Besni"
"611",85517,410.6220937,269.8171718,0.753808948,88349,0.70294108,1127.889,"Besni"
"612",72653,403.1909593,231.0557342,0.819507998,74718,0.663897875,1062.07,"Besni"
"613",126515,595.3425575,277.9092929,0.884359909,134574,0.712977469,1461.111,"Besni"
"615",62451,337.2899875,237.7053859,0.709454946,64499,0.696275072,963.009,"Besni"
"620",109878,541.9483998,260.083619,0.87732059,112825,0.689192749,1369.202,"Besni"
"624",137788,654.4702641,272.3013,0.909335484,141442,0.706431237,1562.268,"Besni"
"625",71800,431.0085748,218.7157773,0.861680554,77521,0.648154835,1187.724,"Besni"
"626",96210,482.5120191,262.6744113,0.838832653,102157,0.686586549,1270.564,"Besni"
"627",103057,548.4052371,241.123219,0.898154134,107983,0.715653732,1391.207,"Besni"
"629",105467,465.5737975,290.2024046,0.781965247,109052,0.730380886,1302.361,"Besni"
"630",83059,440.5599708,243.6365121,0.833170935,88806,0.685808886,1238.163,"Besni"
"633",83065,444.9996477,241.3311658,0.84017353,87785,0.720549965,1182.561,"Besni"
"635",169645,731.5618761,299.4134054,0.912408981,174278,0.755515672,1753.016,"Besni"
"636",70461,376.1708434,243.9548291,0.761196452,72819,0.72827907,1046.692,"Besni"
"640",61123,329.3302205,257.2680933,0.624298597,70556,0.723263519,1128.077,"Besni"
"641",90375,480.6324763,241.0167682,0.865182269,93826,0.643559069,1251.679,"Besni"
"644",105924,497.7006461,274.5758066,0.834050126,109179,0.716535433,1295.27,"Besni"
"645",121757,486.5210676,323.3517303,0.747181362,125067,0.759912623,1357.888,"Besni"
"646",116198,494.2591759,301.6828956,0.792113448,118786,0.71936754,1328.07,"Besni"
"648",77799,419.3385795,238.3432501,0.822766851,80688,0.648001,1114.454,"Besni"
"649",75242,391.6781455,248.0891166,0.773824179,77890,0.668176329,1077.419,"Besni"
"650",113164,486.7663599,297.1102875,0.792112164,116531,0.739561481,1313.092,"Besni"
"653",98464,488.2150041,261.7242599,0.844164633,101977,0.679432242,1259.069,"Besni"
"654",97377,503.9920682,252.4996254,0.865447744,101317,0.708423059,1281.252,"Besni"
"658",192815,731.4402924,337.1023722,0.887465183,196576,0.734399043,1803.686,"Besni"
"659",92121,432.0619001,275.6906108,0.769969011,95197,0.715447344,1193.836,"Besni"
"660",82462,434.5712205,244.4574533,0.826779841,85611,0.649910941,1174.203,"Besni"
"663",40702,274.1689537,191.378387,0.71606769,41924,0.721615488,771.797,"Besni"
"665",104669,546.6727559,248.5279077,0.890685928,110984,0.687345679,1398.545,"Besni"
"666",85390,403.7297499,272.9703269,0.736790229,88615,0.710499821,1156.718,"Besni"
"668",104385,488.897551,277.6837439,0.823042761,108197,0.772169783,1315.843,"Besni"
"669",206689,746.145341,355.3006855,0.879346962,212569,0.745808887,1876.028,"Besni"
"670",98166,420.7021756,299.5836092,0.702074218,100659,0.707426224,1245.034,"Besni"
"671",156769,662.9666319,307.8680665,0.88563635,161782,0.742108801,1646.525,"Besni"
"672",182823,700.0084625,337.7066668,0.87593328,190749,0.698891395,1789.254,"Besni"
"673",96139,498.3876606,250.1120371,0.864959104,100204,0.675361077,1298.138,"Besni"
"674",99177,494.0551922,260.9736477,0.849102747,104468,0.61417513,1317.687,"Besni"
"675",76114,435.3879154,224.7276306,0.856495219,77824,0.681927322,1100.929,"Besni"
"676",111056,514.7145466,277.879091,0.841748223,114995,0.670785994,1370.914,"Besni"
"678",144973,614.8149264,304.3315314,0.868894695,150534,0.733669028,1539.429,"Besni"
"679",182788,621.2067629,379.4244465,0.791795655,188848,0.733060891,1679.075,"Besni"
"680",128442,585.9819941,281.6014086,0.876960072,133704,0.750683811,1499.355,"Besni"
"686",102868,430.0260915,312.9725953,0.685790415,106439,0.717930823,1251.802,"Besni"
"687",61539,364.2559451,220.3620197,0.796252226,65462,0.7233925,1056.491,"Besni"
"688",129292,614.5474258,270.0854905,0.898249041,133475,0.689689754,1531.744,"Besni"
"689",57999,311.02247,243.4761211,0.622242108,61519,0.656334872,968.697,"Besni"
"690",88315,456.7407136,248.1499566,0.839534766,92046,0.644193035,1205.863,"Besni"
"691",88250,478.4818356,238.3218863,0.867131498,92397,0.606600084,1217.127,"Besni"
"692",141137,600.126138,305.7668376,0.86046812,145158,0.585589398,1495.983,"Besni"
"693",123980,531.8682601,332.5761746,0.780386042,138078,0.667621591,1539.944,"Besni"
"694",49371,320.643403,200.2455856,0.78101538,52692,0.675122045,921.059,"Besni"
"695",172783,820.724022,352.1936798,0.903244833,219952,0.496936979,2289.889,"Besni"
"696",86852,456.4786879,248.6068692,0.838683717,90550,0.607853978,1207.534,"Besni"
"697",91464,433.2197933,273.2554614,0.77598221,93852,0.717702448,1182.21,"Besni"
"698",93441,396.79078,300.8126078,0.652122156,95370,0.723317129,1157.771,"Besni"
"699",94211,450.0046169,269.2865688,0.801191187,96340,0.71684776,1194.631,"Besni"
"700",124630,585.0938025,275.4936129,0.88221128,128308,0.681831859,1485.99,"Besni"
"702",152992,572.7053956,341.2457032,0.803096791,155411,0.777524801,1500.251,"Besni"
"703",147843,651.0028073,299.7432602,0.887694392,155494,0.719325646,1633.723,"Besni"
"705",128107,616.9944003,267.9807338,0.900752608,133001,0.621483426,1513.469,"Besni"
"706",79975,439.3125083,240.4941902,0.836849476,83384,0.691161601,1162.608,"Besni"
"707",60674,345.315246,225.2188028,0.758036475,62614,0.735576165,987.617,"Besni"
"708",96404,470.1016955,264.2362097,0.827080776,99678,0.754547447,1265.032,"Besni"
"709",222915,731.5594062,389.9466998,0.84609325,227170,0.770542973,1876.307,"Besni"
"710",108379,482.5655775,289.3857273,0.800238655,111707,0.702710238,1316.871,"Besni"
"711",62562,407.9392627,198.710116,0.873342236,64694,0.628258686,1030.757,"Besni"
"712",204226,648.2042885,402.2832708,0.784117922,207198,0.773987918,1724.662,"Besni"
"713",77985,473.3407049,214.0920312,0.891865826,82967,0.674377378,1214.981,"Besni"
"715",85449,471.1246639,238.3286787,0.862608676,89794,0.584770469,1246.2,"Besni"
"716",97558,477.1107437,261.9163163,0.835846416,100259,0.777045002,1229.813,"Besni"
"717",97049,548.2208328,231.6610186,0.906330851,102899,0.616301518,1399.672,"Besni"
"718",58870,355.1360184,212.0294595,0.802213456,60490,0.734956305,940.363,"Besni"
"720",110527,514.5888486,275.5833551,0.844509317,114538,0.689698853,1360.821,"Besni"
"721",66793,362.2312356,236.4044486,0.757673254,69506,0.684109182,1024.169,"Besni"
"725",96442,450.4081356,276.9226152,0.788662816,100712,0.703058137,1239.314,"Besni"
"728",113046,548.9408354,265.3050959,0.8754528,116819,0.677181674,1385.645,"Besni"
"730",80274,404.3024952,256.0624764,0.773870556,84523,0.663542132,1153.618,"Besni"
"731",89431,464.8339317,247.352044,0.846662711,92412,0.624797395,1198.853,"Besni"
"733",98260,520.1030781,245.2097587,0.88188543,103918,0.576457129,1345.687,"Besni"
"735",100186,462.5059292,277.6991108,0.799682716,101921,0.682242863,1217.831,"Besni"
"736",122617,503.6875762,322.6225172,0.767940576,131499,0.643253594,1429.352,"Besni"
"739",165681,615.2108745,346.7022458,0.826081781,170954,0.735823666,1635.791,"Besni"
"740",83929,429.0904087,252.0375627,0.809313914,87269,0.704841486,1176.227,"Besni"
"742",117098,637.7702144,237.4717854,0.928093615,120417,0.652865745,1484.334,"Besni"
"743",107082,536.8515692,258.71716,0.876217627,112201,0.729520929,1354.715,"Besni"
"744",102944,477.1675089,277.2224874,0.813921262,108053,0.715684093,1339.098,"Besni"
"745",53077,327.2878204,212.2310886,0.761253861,55532,0.646413348,934.708,"Besni"
"746",78161,453.2033953,222.6050244,0.871057374,81689,0.733492868,1161.291,"Besni"
"748",142069,662.7137696,275.4396927,0.909536563,148697,0.732276687,1622.58,"Besni"
"749",82585,436.1824306,264.8740998,0.794506753,93928,0.588446959,1320.46,"Besni"
"751",106393,472.3094058,287.5938899,0.793239365,109501,0.678388339,1281.378,"Besni"
"752",182122,620.4872195,376.4886055,0.794882897,187560,0.721829842,1695.23,"Besni"
"753",49691,336.6780578,189.2616674,0.827039135,52077,0.724950397,919.419,"Besni"
"754",79057,436.3900466,236.8953933,0.839828107,82642,0.654597092,1148.146,"Besni"
"755",110785,560.0071356,259.3973494,0.886251871,116070,0.558566689,1456.757,"Besni"
"756",171749,671.2545607,328.9098892,0.871726491,175679,0.738159297,1689.585,"Besni"
"757",149841,547.4564052,354.5846058,0.761899987,155682,0.711847256,1544.342,"Besni"
"759",97254,422.0440713,305.8751238,0.68901521,100815,0.633349614,1254.468,"Besni"
"760",132116,519.6799838,325.3324878,0.779803256,133811,0.745071058,1393.335,"Besni"
"761",132730,535.980907,324.95892,0.795244976,139810,0.688558608,1475.658,"Besni"
"762",68576,377.136928,235.1294691,0.781855924,71551,0.719074732,1087.108,"Besni"
"763",109011,504.3954957,277.0339524,0.835664958,111306,0.620933014,1297.147,"Besni"
"764",109438,502.7293381,280.3437406,0.830080564,113476,0.6354731,1323.557,"Besni"
"765",76551,394.4426146,255.2544409,0.762382271,81613,0.632365454,1130.405,"Besni"
"766",121080,573.4036122,270.6325069,0.881611618,124432,0.723790395,1418.385,"Besni"
"767",86202,437.7712614,253.9093213,0.814613238,90825,0.705146139,1199.809,"Besni"
"768",134913,639.6015714,273.092077,0.904264761,139500,0.73672628,1535.248,"Besni"
"769",175247,713.0171239,316.3984978,0.896152602,179961,0.592162706,1739.277,"Besni"
"770",195281,609.8297259,408.5356188,0.742435528,197426,0.769656124,1639.103,"Besni"
"773",66265,424.5594345,203.3812923,0.877792635,70487,0.628014974,1126.765,"Besni"
"775",76624,473.9659934,207.7369888,0.898831116,80356,0.661007591,1205.819,"Besni"
"776",88747,425.0072805,268.6684637,0.774845821,92317,0.761312848,1184.156,"Besni"
"777",165940,624.8449588,340.6956311,0.838274613,170781,0.779463573,1641.14,"Besni"
"778",181926,579.9185509,400.8016603,0.722726255,185474,0.716808511,1628.157,"Besni"
"779",148073,599.3628139,327.0840676,0.837967815,152985,0.690156141,1557.606,"Besni"
"781",71141,417.1369997,219.1852525,0.850823569,73629,0.725454805,1085.215,"Besni"
"783",47253,360.0191761,172.5083892,0.877725147,51538,0.711320187,940.542,"Besni"
"784",102960,522.3810484,252.36543,0.875561861,105956,0.741658503,1311.161,"Besni"
"786",62526,357.2050867,228.86293,0.767787509,65994,0.707307692,1006.598,"Besni"
"787",141613,588.3715687,311.2961675,0.84857138,149492,0.721793513,1521.811,"Besni"
"788",105961,497.7014599,275.9717264,0.832188722,109992,0.697561586,1347.989,"Besni"
"789",125282,536.4989648,299.4368265,0.829752693,129758,0.735948588,1404.303,"Besni"
"792",138202,556.9819072,318.2528014,0.820680026,143228,0.697215215,1576.336,"Besni"
"793",92024,453.715176,260.4860546,0.818772562,94643,0.751860779,1204.623,"Besni"
"794",76708,458.0446404,216.3409323,0.881430321,78694,0.658392557,1135.68,"Besni"
"796",72924,434.2226657,220.4917639,0.861483822,77356,0.621603191,1183.236,"Besni"
"797",89169,408.1899217,281.3966838,0.724402895,93087,0.713854554,1187.085,"Besni"
"798",93042,470.5658055,254.2608114,0.841453216,95156,0.632396721,1216.104,"Besni"
"799",71054,364.7511364,249.723369,0.728880994,72956,0.727848231,1027.206,"Besni"
"800",90675,426.2364248,275.2870726,0.763459806,92030,0.740107415,1163.021,"Besni"
"801",137921,598.761032,297.2016018,0.868116234,142159,0.748756786,1510.852,"Besni"
"802",164440,580.7758476,362.3455742,0.78150484,167563,0.770427286,1554.365,"Besni"
"803",71502,490.4334789,189.4429399,0.922383026,75157,0.500546035,1182.852,"Besni"
"804",144250,606.351813,305.3303818,0.863964234,148528,0.800255194,1547.081,"Besni"
"805",223075,694.2475503,411.810369,0.805073466,225916,0.764940471,1812.569,"Besni"
"807",142239,614.8344775,297.7353473,0.874928099,148078,0.643516382,1553.114,"Besni"
"808",78632,407.9403285,245.8211977,0.798050128,79715,0.689010979,1068.727,"Besni"
"810",97583,522.7865556,241.940773,0.886467562,101231,0.725982963,1298.731,"Besni"
"811",123654,542.4197414,293.4732356,0.840993944,126325,0.65953021,1400.524,"Besni"
"812",85894,477.1719928,231.0396812,0.874965463,89369,0.730391156,1202.493,"Besni"
"813",235047,772.956877,388.201507,0.864734549,239093,0.711672732,1942.05,"Besni"
"816",117354,520.3266122,289.6619857,0.83071856,121057,0.712064948,1374.171,"Besni"
"817",66315,363.5788956,234.4544522,0.764307755,68906,0.688944066,1015.021,"Besni"
"818",87663,405.6780508,277.4549315,0.729548695,89710,0.743688283,1126.518,"Besni"
"819",95364,481.5643732,253.8467812,0.849784975,97623,0.737951528,1225.352,"Besni"
"820",78787,450.2555917,228.912522,0.861117655,80567,0.677376367,1142.632,"Besni"
"821",160451,593.7498799,346.7570543,0.811745025,163523,0.785231188,1548.609,"Besni"
"822",121077,521.191031,302.1091845,0.814864461,125856,0.734512254,1403.043,"Besni"
"823",62280,388.582055,205.5143916,0.848694829,63596,0.791440045,977.906,"Besni"
"826",61556,340.7836277,231.4351892,0.73402126,63181,0.734803992,956.302,"Besni"
"827",47609,331.8941109,184.2131203,0.831826447,49720,0.748192733,874.091,"Besni"
"828",61861,345.9436498,235.4304678,0.732705625,67390,0.70227959,1063.621,"Besni"
"829",84855,420.350624,275.8810121,0.754489905,90768,0.673805327,1172.642,"Besni"
"831",125968,522.5437758,308.0475964,0.807757147,129444,0.739578685,1414.078,"Besni"
"833",84774,416.2814499,264.0989928,0.772985146,90393,0.697670974,1209.582,"Besni"
"835",145235,609.6301806,306.6080357,0.864320723,148876,0.682495301,1538.316,"Besni"
"836",87039,497.0580562,236.2127732,0.879866091,96247,0.636981038,1271.343,"Besni"
"838",142419,580.4381967,318.180558,0.836364958,145899,0.754857688,1512.658,"Besni"
"839",92619,398.6207288,296.8829335,0.667315162,95666,0.742996727,1173.39,"Besni"
"840",68510,348.4009519,252.9930044,0.687531298,70513,0.670877399,1028.839,"Besni"
"843",100928,465.1799197,287.0157139,0.78696365,105549,0.686192924,1310.51,"Besni"
"844",96920,447.5951038,277.4359099,0.784730757,100285,0.687258906,1229.91,"Besni"
"845",96762,457.4774879,277.3867797,0.795205711,101717,0.78868349,1248.75,"Besni"
"846",151908,594.1828014,328.5680583,0.833198042,155600,0.721207805,1560.016,"Besni"
"848",168269,614.3804322,353.4662998,0.817927331,173527,0.756241377,1641.456,"Besni"
"849",99333,422.87694,302.2095731,0.699480849,101942,0.720765368,1191.348,"Besni"
"850",102722,416.8989374,317.5428031,0.647955574,107169,0.724419777,1261.988,"Besni"
"851",104468,542.1781725,250.0630792,0.887286135,108119,0.646932785,1360.497,"Besni"
"855",73294,445.2461201,217.6202412,0.872416085,76157,0.654434087,1147.6,"Besni"
"856",189069,679.4893072,357.0472563,0.850815756,195810,0.612143209,1831.909,"Besni"
"858",120818,492.6065372,315.2013498,0.768487895,123230,0.672032484,1311.522,"Besni"
"859",59890,402.4157189,194.6688358,0.875205907,61673,0.719710626,1034.144,"Besni"
"861",166654,607.9964652,349.6589887,0.818082863,169060,0.753517688,1574.164,"Besni"
"862",55858,298.8588591,239.8993992,0.596358734,58630,0.681452744,915.13,"Besni"
"863",105308,473.3133932,284.170622,0.799710534,108094,0.787014132,1259.934,"Besni"
"864",67468,424.563654,207.8230517,0.87200443,70674,0.611693881,1105.042,"Besni"
"865",132680,549.8652777,308.392291,0.827917003,136612,0.650653694,1453.895,"Besni"
"866",154197,582.6121787,343.2602128,0.808005855,160008,0.762219476,1555.816,"Besni"
"867",225043,740.0037432,390.3008576,0.849597917,229195,0.744187354,1853.893,"Besni"
"868",66613,433.1941642,199.8147343,0.887265505,70454,0.708950617,1085.157,"Besni"
"869",141559,594.1144312,306.3100019,0.856845008,146674,0.764489545,1530.598,"Besni"
"870",77622,460.1429023,226.581322,0.870360472,82990,0.651213128,1205.141,"Besni"
"871",179668,690.4334163,332.5532581,0.876358889,181954,0.779403089,1681.985,"Besni"
"872",105091,507.6851162,268.0873433,0.849208116,108296,0.700270537,1295.591,"Besni"
"874",97494,451.7827664,278.2800079,0.787777611,101878,0.689695666,1254.755,"Besni"
"876",88338,504.4821967,227.1275085,0.892918128,90790,0.727157486,1230.493,"Besni"
"877",119336,563.5463265,275.3557685,0.872500913,125523,0.668155987,1469.764,"Besni"
"878",126019,520.6800335,316.1898754,0.794500651,130948,0.694510885,1422.242,"Besni"
"880",82632,471.3667164,227.3931825,0.875944181,87501,0.633078974,1243.987,"Besni"
"881",218459,571.2892031,492.2752785,0.507431838,228259,0.731973651,1947.46,"Besni"
"883",110296,487.6911592,289.9248299,0.804107077,113271,0.687099748,1316.112,"Besni"
"884",171264,609.6431474,359.2245718,0.807959919,174156,0.771737563,1592.095,"Besni"
"887",142415,532.0841297,342.4207326,0.765407249,144862,0.770643939,1449.803,"Besni"
